Member,Cycle,Reporting Date/Period,Response Status,Street Address:,City:,Zip Code:,County:,Agency Name,Location Name:,Square footage of space occupied:,"Total square footage of building (including other occupants, where applicable):","Primary use of space (i.e., office, storage, etc.):",Staff Population,"Does your agency have a resident population regularly onsite (e.g,. correctional facilities)?",Non-Staff Population,"Does your agency have short-term visitors (e.g., public meetings, hearings, large events, etc.) who contribute to your waste/recycling generation? ",Approximate number of visitors per year:,Contact name:,Phone:,Fax:,Email:,Trash Hauler,Trash Destination,Trash Actual vs Volume,Trash (lbs),Recycling: Single Stream Hauler,Recycling: Single Stream Destination,Recycling: Single Stream Actual vs Volume,Recycling: Single Stream Actual Weight (in Pounds),"Recycling: Dual stream (Bottles, cans & containers) Hauler","Recycling: Dual stream (Bottles, cans & containers) Destination","Recycling: Dual stream (Bottles, cans & containers) Actual vs Volume","Recycling: Dual stream (Bottles, cans & containers) Actual Weight (in Pounds)","Recycling: Dual stream (Paper, including cardboard) Hauler","Recycling: Dual stream (Paper, including cardboard) Destination","Recycling: Dual stream (Paper, including cardboard) Actual vs Volume","Recycling: Dual stream (Paper, including cardboard) Actual Weight (in Pounds)",Organics Hauler,Organics Destination,Organics Actual vs Volume,Organics (lbs),Total MSW,Aluminum (scrap other than cans) Hauler/Recycler,Aluminum (scrap other than cans) Actual vs Volume,Aluminum (scrap other than cans) Actual Weight (in Pounds),Anti-freeze Hauler/Recycler,Anti-freeze Actual vs Volume,Anti-freeze Actual Weight (in Pounds),Auto Oil Hauler/Recycler,Auto Oil Actual vs Volume,Auto Oil Actual Weight (in Pounds),Batteries: appliance (rechargeable) Hauler/Recycler,Batteries: appliance (rechargeable) Actual vs Volume,Batteries: appliance (rechargeable) Actual Weight (in Pounds),Batteries: vehicle Hauler/Recycler,Batteries: vehicle Actual vs Volume,Batteries: vehicle Actual Weight (in Pounds),Construction Material Hauler/Recycler,Construction Material Actual vs Volume,Construction Material Actual Weight (in Pounds),"E-Waste (computers, laptops, printers, etc.) Hauler/Recycler","E-Waste (computers, laptops, printers, etc.) Actual vs Volume","E-Waste (computers, laptops, printers, etc.) Actual Weight (in Pounds)",Fluorescents Hauler/Recycler,Fluorescents Actual vs Volume,Fluorescents Actual Weight (in Pounds),"Grease, Bones, Tallow Hauler/Recycler","Grease, Bones, Tallow Actual vs Volume","Grease, Bones, Tallow Actual Weight (in Pounds)",Metal (scrap) Hauler/Recycler,Metal (scrap) Actual vs Volume,Metal (scrap) Actual Weight (in Pounds),Paint Hauler/Recycler,Paint Actual vs Volume,Paint Actual Weight (in Pounds),Parts Cleaner Hauler/Recycler,Parts Cleaner Actual vs Volume,Parts Cleaner Actual Weight (in Pounds),Solvent Hauler/Recycler,Solvent Actual vs Volume,Solvent Actual Weight (in Pounds),Textiles Hauler/Recycler,Textiles Actual vs Volume,Textiles Actual Weight (in Pounds),Toner Cartridges Hauler/Recycler,Toner Cartridges Actual vs Volume,Toner Cartridges Actual Weight (in Pounds),Tires Hauler/Recycler,Tires Actual vs Volume,Tires Actual Weight (in Pounds),"Wood Waste (mfg. waste, chips, or pallets) Hauler/Recycler","Wood Waste (mfg. waste, chips, or pallets) Actual vs Volume","Wood Waste (mfg. waste, chips, or pallets) Actual Weight (in Pounds)",All Other Actual Weight (in Pounds),Specialty Waste (lbs),"Please specify materials included in ""All Other"" weight:",Recycling (lbs),MSW Recycling Rate (%),Total Recycling Rate (%),Waste Per Capita (lbs per staff),Waste Per Capita Including Non-Staff (lbs per staff),"Waste Per Capita (including staff, resident and visitor)",Is your agency location utilizing the state's recycling best practices?,Indicate your agency’s timeline for implementing the new program:,Details:,The State of Minnesota has established a Green Meeting Policy. This can be provided by the Minnesota Department of Administration and the Minnesota Pollution Control Agency. Is your agency location following the Green Meeting Policy for internal and external meetings of all sizes?,Indicate your agency's timeline for implementing the Green Meeting Policy:,Details:,State agency locations often have the opportunity to reduce consumption of particular products or services. Does your agency location engage in any of the below efforts to reduce overall consumption (select all that apply):
"R4: Barnesville Truck Station - 1201 Highway 34 Barnesville, MN 56514",September,09/01/2019,completed,1201 Hwy 34,Barnesville,56514,Clay,Department of Transportation,Barnesville,8000,8000,,8,No,,No,,,,,,Fuchs Sanitation,,Actual weight,700,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5,87.5,87.5,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Benson Truck Station - 500 22nd Street S Benson, MN 56215",June,06/01/2019,completed,500 22nd Street South,Benson,56215,Swift,Department of Transportation,Benson,5520,5520,Office/Maintenance Shop,4,No,,No,,,,,,Mathison Disposal,,Actual weight,525,,,,,,,,,,,,,,,,,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.25,131.25,131.25,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Benson Truck Station - 500 22nd Street S Benson, MN 56215",January,01/01/2019,completed,500 22nd Street South,Benson,56215,Swift,Department of Transportation,Benson,5520,5520,Office/Maintenance Shop,4,No,,No,,,,,,Mathison Disposal,,Actual weight,525,,,,,,,,,,,,,,,,,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.25,131.25,131.25,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Benson Truck Station - 500 22nd Street S Benson, MN 56215",February,02/01/2019,completed,500 22nd Street South,Benson,56215,Swift,Department of Transportation,Benson,5520,5520,Office/Maintenance Shop,4,No,,No,,,,,,Mathison Disposal,,Actual weight,525,,,,,,,,,,,,,,,,,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.25,131.25,131.25,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Benson Truck Station - 500 22nd Street S Benson, MN 56215",March,03/01/2019,completed,500 22nd Street South,Benson,56215,Swift,Department of Transportation,Benson,5520,5520,Office/Maintenance Shop,4,No,,No,,,,,,Mathison Disposal,,Actual weight,525,,,,,,,,,,,,,,,,,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.25,131.25,131.25,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Benson Truck Station - 500 22nd Street S Benson, MN 56215",April,04/01/2019,completed,500 22nd Street South,Benson,56215,Swift,Department of Transportation,Benson,5520,5520,Office/Maintenance Shop,4,No,,No,,,,,,Mathison Disposal,,Actual weight,525,,,,,,,,,,,,,,,,,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.25,131.25,131.25,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Benson Truck Station - 500 22nd Street S Benson, MN 56215",May,05/01/2019,completed,500 22nd Street South,Benson,56215,Swift,Department of Transportation,Benson,5520,5520,Office/Maintenance Shop,4,No,,No,,,,,,Mathison Disposal,,Actual weight,525,,,,,,,,,,,,,,,,,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.25,131.25,131.25,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Benson Truck Station - 500 22nd Street S Benson, MN 56215",July,07/01/2019,completed,500 22nd Street South,Benson,56215,Swift,Department of Transportation,Benson,5520,5520,Office/Maintenance Shop,4,No,,No,,,,,,Mathison Disposal,,Actual weight,525,,,,,,,,,,,,,,,,,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.25,131.25,131.25,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Benson Truck Station - 500 22nd Street S Benson, MN 56215",August,08/01/2019,completed,500 22nd Street South,Benson,56215,Swift,Department of Transportation,Benson,5520,5520,Office/Maintenance Shop,4,No,,No,,,,,,Mathison Disposal,,Actual weight,525,,,,,,,,,,,,,,,,,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.25,131.25,131.25,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Benson Truck Station - 500 22nd Street S Benson, MN 56215",September,09/01/2019,completed,500 22nd Street South,Benson,56215,Swift,Department of Transportation,Benson,5520,5520,Office/Maintenance Shop,4,No,,No,,,,,,Mathison Disposal,,Actual weight,525,,,,,,,,,,,,,,,,,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.25,131.25,131.25,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Breckenridge Truck Station - 401 South 8th Street Breckenridge, MN 56520",January,01/01/2019,completed,401 South 8th Street,Breckenridge,56520,Wilkin,Department of Transportation,Breckenridge,4828,4828,Office/Maintenance Shop,6,No,,No,,,,,,Waste Management,,Actual weight,700,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.67,116.67,116.67,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Breckenridge Truck Station - 401 South 8th Street Breckenridge, MN 56520",February,02/01/2019,completed,401 South 8th Street,Breckenridge,56520,Wilkin,Department of Transportation,Breckenridge,4828,4828,Office/Maintenance Shop,6,No,,No,,,,,,Waste Management,,Actual weight,700,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.67,116.67,116.67,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Breckenridge Truck Station - 401 South 8th Street Breckenridge, MN 56520",March,03/01/2019,completed,401 South 8th Street,Breckenridge,56520,Wilkin,Department of Transportation,Breckenridge,4828,4828,Office/Maintenance Shop,6,No,,No,,,,,,Waste Management,,Actual weight,700,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.67,116.67,116.67,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Breckenridge Truck Station - 401 South 8th Street Breckenridge, MN 56520",April,04/01/2019,completed,401 South 8th Street,Breckenridge,56520,Wilkin,Department of Transportation,Breckenridge,4828,4828,Office/Maintenance Shop,6,No,,No,,,,,,Waste Management,,Actual weight,700,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.67,116.67,116.67,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Breckenridge Truck Station - 401 South 8th Street Breckenridge, MN 56520",May,05/01/2019,completed,401 South 8th Street,Breckenridge,56520,Wilkin,Department of Transportation,Breckenridge,4828,4828,Office/Maintenance Shop,6,No,,No,,,,,,Waste Management,,Actual weight,700,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.67,116.67,116.67,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Breckenridge Truck Station - 401 South 8th Street Breckenridge, MN 56520",June,06/01/2019,completed,401 South 8th Street,Breckenridge,56520,Wilkin,Department of Transportation,Breckenridge,4828,4828,Office/Maintenance Shop,6,No,,No,,,,,,Waste Management,,Actual weight,700,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.67,116.67,116.67,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Breckenridge Truck Station - 401 South 8th Street Breckenridge, MN 56520",July,07/01/2019,completed,401 South 8th Street,Breckenridge,56520,Wilkin,Department of Transportation,Breckenridge,4828,4828,Office/Maintenance Shop,6,No,,No,,,,,,Waste Management,,Actual weight,700,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.67,116.67,116.67,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Breckenridge Truck Station - 401 South 8th Street Breckenridge, MN 56520",August,08/01/2019,completed,401 South 8th Street,Breckenridge,56520,Wilkin,Department of Transportation,Breckenridge,4828,4828,Office/Maintenance Shop,6,No,,No,,,,,,Waste Management,,Actual weight,700,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.67,116.67,116.67,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Breckenridge Truck Station - 401 South 8th Street Breckenridge, MN 56520",September,09/01/2019,draft,401 South 8th Street,Breckenridge,56520,Wilkin,Department of Transportation,Breckenridge,4828,4828,Office/Maintenance Shop,6,No,,No,,,,,,Waste Management,,Actual weight,700,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.67,116.67,116.67,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Detroit Lakes District Headquarters - 1000 West TH 10 Detroit Lakes, MN 56501",April,04/01/2019,completed,1000 Hwy 10 West,Detroit Lakes,56501,Becker,Department of Transportation,Detroit Lakes,140655,140655,Offices/Repair Shop,110,No,,Yes,300,,,,,Waste Management,,,,Waste Management,,Actual weight,8633,,,,,Waste Management,,Actual weight,527,,,,,9160,,,,,,,,,,,,,Farnams,Weight converted from volume,106,,,,,,,Green Lights Recycling,Weight converted from volume,152,,,,lakes iron,Actual weight,7850,,,,,,,,,,,,,,,,First State Tire,,,,,,,8108,,9160,100,100,156.98,156.98,42.12,Yes,,,Yes,,,"Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard
Utilizing electronic HR and IT processes as a standard
Partner with State Surplus for redistributing unneeded supplies "
"R4: Detroit Lakes District Headquarters - 1000 West TH 10 Detroit Lakes, MN 56501",March,03/01/2019,completed,1000 Hwy 10 West,Detroit Lakes,56501,Becker,Department of Transportation,Detroit Lakes,140655,140655,Offices/Repair Shop,110,No,,Yes,300,,,,,Waste Management,,,,Waste Management,,Actual weight,8633,,,,,Waste Management,,Actual weight,527,,,,,9160,,,,,,,,,,,,,Farnams,Weight converted from volume,318,,,,,,,Green Lights Recycling,,,,,,Lakes Iron,Actual weight,9980,,,,,,,,,,,,,,,,First State Tire,,,,,,,10298,,9160,100,100,176.89,176.89,47.46,Yes,,,Yes,,,"Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard
Utilizing electronic HR and IT processes as a standard
Partner with State Surplus for redistributing unneeded supplies "
"R4: Detroit Lakes District Headquarters - 1000 West TH 10 Detroit Lakes, MN 56501",January,01/01/2019,completed,1000 Hwy 10 West,Detroit Lakes,56501,Becker,Department of Transportation,Detroit Lakes,140655,140655,Offices/Repair Shop,110,No,,Yes,300,,,,,Waste Management,,,,Waste Management,,Actual weight,8633,,,,,Waste Management,,Actual weight,527,,,,,9160,,,,,,,,,,,,,Farnams,Actual weight,1942,,,,,,,Green Lights Recycling,,,,,,,Actual weight,7780,,,,,,,,,,,,,,,,First State Tire,,,,,,,9722,,9160,100,100,171.65,171.65,46.05,Yes,,,Yes,,,"Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard
Utilizing electronic HR and IT processes as a standard
Partner with State Surplus for redistributing unneeded supplies "
"R4: Detroit Lakes District Headquarters - 1000 West TH 10 Detroit Lakes, MN 56501",February,02/01/2019,completed,1000 Hwy 10 West,Detroit Lakes,56501,Becker,Department of Transportation,Detroit Lakes,140655,140655,Offices/Repair Shop,110,No,,Yes,300,,,,,Waste Management,,,,Waste Management,,Actual weight,8633,,,,,Waste Management,,Actual weight,527,,,,,9160,,,,,,,,,,,,,Farnams,Actual weight,106,,,,,,,Green Lights Recycling,,,,,,,,,,,,,,,,,,,,,,,,First State Tire,,,,,,,106,,9160,100,100,84.24,84.24,22.6,Yes,,,Yes,,,"Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard
Utilizing electronic HR and IT processes as a standard
Partner with State Surplus for redistributing unneeded supplies "
"R4: Detroit Lakes District Headquarters - 1000 West TH 10 Detroit Lakes, MN 56501",May,05/01/2019,completed,1000 Hwy 10 West,Detroit Lakes,56501,Becker,Department of Transportation,Detroit Lakes,140655,140655,Offices/Repair Shop,110,No,,Yes,300,,,,,Waste Management,,,,Waste Management,,Actual weight,8633,,,,,Waste Management,,Actual weight,527,,,,,9160,,,,,,,,,,,,,Farnams,Weight converted from volume,318,,,,,,,Green Lights Recycling,,,,,,Lakes Iron,Actual weight,13140,,,,,,,,,,,,,,,,First State Tire,Actual weight,18780,,,,,32238,,9160,100,100,376.35,376.35,100.97,Yes,,,Yes,,,"Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard
Utilizing electronic HR and IT processes as a standard
Partner with State Surplus for redistributing unneeded supplies "
"R4: Detroit Lakes District Headquarters - 1000 West TH 10 Detroit Lakes, MN 56501",June,06/01/2019,completed,1000 Hwy 10 West,Detroit Lakes,56501,Becker,Department of Transportation,Detroit Lakes,140655,140655,Offices/Repair Shop,110,No,,Yes,300,,,,,Waste Management,,,,Waste Management,,Actual weight,8633,,,,,Waste Management,,Actual weight,527,,,,,9160,,,,,,,,,,,,,Farnams,,,,,,,,,Green Lights Recycling,,,,,,Lakes Iron,Actual weight,22220,,,,,,,,,,,,,,,,First State Tire,Actual weight,5200,,,,,27420,,9160,100,100,332.55,332.55,89.22,Yes,,,Yes,,,"Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard
Utilizing electronic HR and IT processes as a standard
Partner with State Surplus for redistributing unneeded supplies "
"R4: Detroit Lakes District Headquarters - 1000 West TH 10 Detroit Lakes, MN 56501",July,07/01/2019,completed,1000 Hwy 10 West,Detroit Lakes,56501,Becker,Department of Transportation,Detroit Lakes,140655,140655,Offices/Repair Shop,110,No,,Yes,300,,,,,Waste Management,,,,Waste Management,,Actual weight,8633,,,,,Waste Management,,Actual weight,527,,,,,9160,,,,,,,,,,,,,Farnams,Weight converted from volume,1060,,,,,,,Green Lights Recycling,Weight converted from volume,400,,,,,,,,,,,,,,,,,,,,,,First State Tire,,,,,,,1460,,9160,100,100,96.55,96.55,25.9,Yes,,,Yes,,,"Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard
Utilizing electronic HR and IT processes as a standard
Partner with State Surplus for redistributing unneeded supplies "
"R4: Detroit Lakes District Headquarters - 1000 West TH 10 Detroit Lakes, MN 56501",August,08/01/2019,completed,1000 Hwy 10 West,Detroit Lakes,56501,Becker,Department of Transportation,Detroit Lakes,140655,140655,Offices/Repair Shop,110,No,,Yes,300,,,,,Waste Management,,,,Waste Management,,Actual weight,8633,,,,,Waste Management,,Actual weight,527,,,,,9160,,,,,,,,,,,,,Farnams,,,,,,,,,Green Lights Recycling,,,,,,,,,,,,,,,,,,,,,,,,First State Tire,,,,,,,,,9160,100,100,83.27,83.27,22.34,Yes,,,Yes,,,"Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard
Utilizing electronic HR and IT processes as a standard
Partner with State Surplus for redistributing unneeded supplies "
"R4: Detroit Lakes District Headquarters - 1000 West TH 10 Detroit Lakes, MN 56501",September,09/01/2019,completed,1000 Hwy 10 West,Detroit Lakes,56501,Becker,Department of Transportation,Detroit Lakes,140655,140655,Offices/Repair Shop,110,No,,Yes,300,,,,,Waste Management,,,,Waste Management,,Actual weight,8633,,,,,Waste Management,,Actual weight,527,,,,,9160,Lakes Iron,Actual weight,2860,,,,,,,,,,Farnams,,,,,,,,,Green Lights Recycling,,,,,,Lakes Iron,Actual weight,14160,,,,,,,,,,,,,,,,First State Tire,,,,,,,17020,,9160,100,100,238,238,63.85,Yes,,,Yes,,,"Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard
Utilizing electronic HR and IT processes as a standard
Partner with State Surplus for redistributing unneeded supplies "
"R4: Detroit Lakes District Headquarters - 1000 West TH 10 Detroit Lakes, MN 56501",October,10/01/2019,draft,1000 Hwy 10 West,Detroit Lakes,56501,Becker,Department of Transportation,Detroit Lakes,140655,140655,Offices/Repair Shop,110,No,,Yes,300,,,,,Waste Management,,,,Waste Management,,Actual weight,8633,,,,,Waste Management,,Actual weight,527,,,,,9160,,,,,,,,,,,,,Farnams,,,,,,,,,Green Lights Recycling,,,,,,,Actual weight,40760,,,,,,,,,,,,,,,,First State Tire,,,,,,,40760,,9160,100,100,453.82,453.82,121.76,Yes,,,Yes,,,"Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard
Utilizing electronic HR and IT processes as a standard
Partner with State Surplus for redistributing unneeded supplies "
"R4: Detroit Lakes District Headquarters - 1000 West TH 10 Detroit Lakes, MN 56501",November,11/01/2019,draft,1000 Hwy 10 West,Detroit Lakes,56501,Becker,Department of Transportation,Detroit Lakes,140655,140655,Offices/Repair Shop,110,No,,Yes,300,,,,,Waste Management,,,,Waste Management,,Actual weight,8633,,,,,Waste Management,,Actual weight,527,,,,,9160,,,,,,,,,,,,,Farnams,,,,,,,,,Green Lights Recycling,,,,,,,,,,,,,,,,,,,,,,,,First State Tire,,,,,,,,,9160,100,100,83.27,83.27,22.34,Yes,,,Yes,,,"Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard
Utilizing electronic HR and IT processes as a standard
Partner with State Surplus for redistributing unneeded supplies "
"R4: Detroit Lakes District Headquarters - 1000 West TH 10 Detroit Lakes, MN 56501",December,12/01/2019,draft,1000 Hwy 10 West,Detroit Lakes,56501,Becker,Department of Transportation,Detroit Lakes,140655,140655,Offices/Repair Shop,110,No,,Yes,300,,,,,Waste Management,,,,Waste Management,,Actual weight,8633,,,,,Waste Management,,Actual weight,527,,,,,9160,,,,,,,,,,,,,Farnams,,,,,,,,,Green Lights Recycling,,,,,,,,,,,,,,,,,,,,,,,,First State Tire,,,,,,,,,9160,100,100,83.27,83.27,22.34,Yes,,,Yes,,,"Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard
Utilizing electronic HR and IT processes as a standard
Partner with State Surplus for redistributing unneeded supplies "
"R4: Evansville Truck Station - 20874 County Road 82 NW Evansville, MN 56326",January,01/01/2019,completed,20874 Co Rd 82 NW,Evansville,56326,Douglas,Department of Transportation,Evansville,6108,6108,Office/Maintenance Shop,8,No,,No,,,,,,Waste Management,,,,Waste Management,,Actual weight,700,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,100,100,87.5,87.5,87.5,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Evansville Truck Station - 20874 County Road 82 NW Evansville, MN 56326",February,02/01/2019,completed,20874 Co Rd 82 NW,Evansville,56326,Douglas,Department of Transportation,Evansville,6108,6108,Office/Maintenance Shop,8,No,,No,,,,,,Waste Management,,,,Waste Management,,Actual weight,700,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,100,100,87.5,87.5,87.5,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Evansville Truck Station - 20874 County Road 82 NW Evansville, MN 56326",March,03/01/2019,completed,20874 Co Rd 82 NW,Evansville,56326,Douglas,Department of Transportation,Evansville,6108,6108,Office/Maintenance Shop,8,No,,No,,,,,,Waste Management,,,,Waste Management,,Actual weight,700,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,100,100,87.5,87.5,87.5,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Evansville Truck Station - 20874 County Road 82 NW Evansville, MN 56326",April,04/01/2019,completed,20874 Co Rd 82 NW,Evansville,56326,Douglas,Department of Transportation,Evansville,6108,6108,Office/Maintenance Shop,8,No,,No,,,,,,Waste Management,,,,Waste Management,,Actual weight,700,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,100,100,87.5,87.5,87.5,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Evansville Truck Station - 20874 County Road 82 NW Evansville, MN 56326",May,05/01/2019,completed,20874 Co Rd 82 NW,Evansville,56326,Douglas,Department of Transportation,Evansville,6108,6108,Office/Maintenance Shop,8,No,,No,,,,,,Waste Management,,,,Waste Management,,Actual weight,700,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,100,100,87.5,87.5,87.5,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Evansville Truck Station - 20874 County Road 82 NW Evansville, MN 56326",June,06/01/2019,completed,20874 Co Rd 82 NW,Evansville,56326,Douglas,Department of Transportation,Evansville,6108,6108,Office/Maintenance Shop,8,No,,No,,,,,,Waste Management,,,,Waste Management,,Actual weight,700,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,100,100,87.5,87.5,87.5,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Evansville Truck Station - 20874 County Road 82 NW Evansville, MN 56326",July,07/01/2019,completed,20874 Co Rd 82 NW,Evansville,56326,Douglas,Department of Transportation,Evansville,6108,6108,Office/Maintenance Shop,8,No,,No,,,,,,Waste Management,,,,Waste Management,,Actual weight,700,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,100,100,87.5,87.5,87.5,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Evansville Truck Station - 20874 County Road 82 NW Evansville, MN 56326",August,08/01/2019,completed,20874 Co Rd 82 NW,Evansville,56326,Douglas,Department of Transportation,Evansville,6108,6108,Office/Maintenance Shop,8,No,,No,,,,,,Waste Management,,,,Waste Management,,Actual weight,700,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,100,100,87.5,87.5,87.5,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
