"","Member","Cycle","Reporting Date/Period","Response Status","Street Address:","City:","Zip Code:","County:","Agency Name","Location Name:","Square footage of space occupied:","Total square footage of building (including other occupants, where applicable):","Primary use of space (i.e., office, storage, etc.):","Total Staff:","Does your agency have a resident population regularly onsite (e.g,. correctional facilities)?","Non-Staff Population","Does your agency have short-term visitors (e.g., public meetings, hearings, large events, etc.) who contribute to your waste/recycling generation?","Approximate number of visitors per year:","Contact name:","Phone:","Fax:","Email:","Trash Hauler","Trash Destination","Trash Actual vs Volume","Trash (lbs)","Recycling: Single Stream Hauler","Recycling: Single Stream Destination","Recycling: Single Stream Actual vs Volume","Recycling: Single Stream Actual Weight (in Pounds)","Recycling: Dual stream (Bottles, cans & containers) Hauler","Recycling: Dual stream (Bottles, cans & containers) Destination","Recycling: Dual stream (Bottles, cans & containers) Actual vs Volume","Recycling: Dual stream (Bottles, cans & containers) Actual Weight (in Pounds)","Recycling: Dual stream (Paper, including cardboard) Hauler","Recycling: Dual stream (Paper, including cardboard) Destination","Recycling: Dual stream (Paper, including cardboard) Actual vs Volume","Recycling: Dual stream (Paper, including cardboard) Actual Weight (in Pounds)","Organics Hauler","Organics Destination","Organics Actual vs Volume","Organics (lbs)","Total MSW","Aluminum (scrap other than cans) Hauler/Recycler","Aluminum (scrap other than cans) Actual vs Volume","Aluminum (scrap other than cans) Actual Weight (in Pounds)","Anti-freeze Hauler/Recycler","Anti-freeze Actual vs Volume","Anti-freeze Actual Weight (in Pounds)","Auto Oil Hauler/Recycler","Auto Oil Actual vs Volume","Auto Oil Actual Weight (in Pounds)","Batteries: appliance (rechargeable) Hauler/Recycler","Batteries: appliance (rechargeable) Actual vs Volume","Batteries: appliance (rechargeable) Actual Weight (in Pounds)","Batteries: vehicle Hauler/Recycler","Batteries: vehicle Actual vs Volume","Batteries: vehicle Actual Weight (in Pounds)","Construction Material Hauler/Recycler","Construction Material Actual vs Volume","Construction Material Actual Weight (in Pounds)","E-Waste (computers, laptops, printers, etc.) Hauler/Recycler","E-Waste (computers, laptops, printers, etc.) Actual vs Volume","E-Waste (computers, laptops, printers, etc.) Actual Weight (in Pounds)","Fluorescents Hauler/Recycler","Fluorescents Actual vs Volume","Fluorescents Actual Weight (in Pounds)","Grease, Bones, Tallow Hauler/Recycler","Grease, Bones, Tallow Actual vs Volume","Grease, Bones, Tallow Actual Weight (in Pounds)","Metal (scrap) Hauler/Recycler","Metal (scrap) Actual vs Volume","Metal (scrap) Actual Weight (in Pounds)","Paint Hauler/Recycler","Paint Actual vs Volume","Paint Actual Weight (in Pounds)","Parts Cleaner Hauler/Recycler","Parts Cleaner Actual vs Volume","Parts Cleaner Actual Weight (in Pounds)","Solvent Hauler/Recycler","Solvent Actual vs Volume","Solvent Actual Weight (in Pounds)","Textiles Hauler/Recycler","Textiles Actual vs Volume","Textiles Actual Weight (in Pounds)","Toner Cartridges Hauler/Recycler","Toner Cartridges Actual vs Volume","Toner Cartridges Actual Weight (in Pounds)","Tires Hauler/Recycler","Tires Actual vs Volume","Tires Actual Weight (in Pounds)","Wood Waste (mfg. waste, chips, or pallets) Hauler/Recycler","Wood Waste (mfg. waste, chips, or pallets) Actual vs Volume","Wood Waste (mfg. waste, chips, or pallets) Actual Weight (in Pounds)","All Other Actual Weight (in Pounds)","Specialty Waste (lbs)","Please specify materials included in ""All Other"" weight:","Recycling (lbs)","MSW Recycling Rate (%)","Total Recycling Rate (%)","Waste Per Capita (lbs per staff)","Waste Per Capita Including Non-Staff (lbs per staff)","Waste Per Capita (including staff, resident and visitor)","Is your agency location utilizing the state's recycling best practices?","Indicate your agency<U+0092>s timeline for implementing the new program:","Details:","Is your agency location following the Green Meeting Policy for internal and external meetings of all sizes?","Indicate your agency's timeline for implementing the Green Meeting Policy:","Details:_1","State agency locations often have the opportunity to reduce consumption of particular products or services. Does your agency location engage in any of the below efforts to reduce overall consumption (select all that apply):","Address","Site ID","From Date","To Date","Facility ID","Total Population","Office supply reuse center","Indicate your agency<U+0092>s timeline for implementing the new program:","Does your agency have short-term visitors (e.g., public meetings, hearings, large events, etc.) who contribute to your waste/recycling generation? ","Staff Population"
"239","D3B: Isle Truck Station - 1100 State Hwy 47, Isle, MN  56342","June","06/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Jim's Mille Lacs Disposal, Inc.","","Actual weight","350","","","","","","","","","","","","","","","","","350","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","na, na","11848","6/1/2019","6/30/2019","11848","","Is your agency location utilizing the state's recycling best practices?","","",""
"240","D3B: Isle Truck Station - 1100 State Hwy 47, Isle, MN  56342","July","07/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Jim's Mille Lacs Disposal, Inc.","","Actual weight","350","","","","","","","","","","","","","","","","","350","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","na, na","11848","7/1/2019","7/31/2019","11848","","Is your agency location utilizing the state's recycling best practices?","","",""
"241","D3B: Isle Truck Station - 1100 State Hwy 47, Isle, MN  56342","August","08/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Jim's Mille Lacs Disposal, Inc.","","","350","","","","","","","","","","","","","","","","","350","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","na, na","11848","8/1/2019","8/31/2019","11848","","Is your agency location utilizing the state's recycling best practices?","","",""
"242","D3B: Isle Truck Station - 1100 State Hwy 47, Isle, MN  56342","September","09/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Jim's Mille Lacs Disposal, Inc.","","Actual weight","350","","","","","","","","","","","","","","","","","350","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","na, na","11848","9/1/2019","9/30/2019","11848","","Is your agency location utilizing the state's recycling best practices?","","",""
"243","R3B: Milaca Truck Station - 605 8th Street NE Milaca, MN 56353","January","01/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Jim's Mille Lacs Disposal, Inc.","","Actual weight","1400","","","","","","","","","","","","","","","","","1400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","na, na","11872","1/1/2019","1/31/2019","11872","","Is your agency location utilizing the state's recycling best practices?","","",""
"244","R3B: Milaca Truck Station - 605 8th Street NE Milaca, MN 56353","February","02/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Jim's Mille Lacs Disposal, Inc.","","Actual weight","1400","","","","","","","","","","","","","","","","","1400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","na, na","11872","2/1/2019","2/28/2019","11872","","Is your agency location utilizing the state's recycling best practices?","","",""
"245","R3B: Milaca Truck Station - 605 8th Street NE Milaca, MN 56353","March","03/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Jim's Mille Lacs Disposal, Inc.","","Actual weight","1400","","","","","","","","","","","","","","","","","1400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","na, na","11872","3/1/2019","3/31/2019","11872","","Is your agency location utilizing the state's recycling best practices?","","",""
"246","R3B: Milaca Truck Station - 605 8th Street NE Milaca, MN 56353","April","04/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Jim's Mille Lacs Disposal, Inc.","","Actual weight","5950","","","","","","","","","","","","","","","","","5950","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","na, na","11872","4/1/2019","4/30/2019","11872","","Is your agency location utilizing the state's recycling best practices?","","",""
"247","R3B: Milaca Truck Station - 605 8th Street NE Milaca, MN 56353","May","05/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Jim's Mille Lacs Disposal, Inc.","","Actual weight","8750","","","","","","","","","","","","","","","","","8750","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","na, na","11872","5/1/2019","5/31/2019","11872","","Is your agency location utilizing the state's recycling best practices?","","",""
"248","R3B: Milaca Truck Station - 605 8th Street NE Milaca, MN 56353","June","06/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Jim's Mille Lacs Disposal, Inc.","","Actual weight","5600","","","","","","","","","","","","","","","","","5600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","na, na","11872","6/1/2019","6/30/2019","11872","","Is your agency location utilizing the state's recycling best practices?","","",""
"249","R3B: Milaca Truck Station - 605 8th Street NE Milaca, MN 56353","July","07/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Jim's Mille Lacs Disposal, Inc.","","Actual weight","3500","","","","","","","","","","","","","","","","","3500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","na, na","11872","7/1/2019","7/31/2019","11872","","Is your agency location utilizing the state's recycling best practices?","","",""
"250","R3B: Milaca Truck Station - 605 8th Street NE Milaca, MN 56353","August","08/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Jim's Mille Lacs Disposal, Inc.","","","2800","","","","","","","","","","","","","","","","","2800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","na, na","11872","8/1/2019","8/31/2019","11872","","Is your agency location utilizing the state's recycling best practices?","","",""
"251","R3B: Milaca Truck Station - 605 8th Street NE Milaca, MN 56353","September","09/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Jim's Mille Lacs Disposal, Inc.","","Actual weight","4900","","","","","","","","","","","","","","","","","4900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","na, na","11872","9/1/2019","9/30/2019","11872","","Is your agency location utilizing the state's recycling best practices?","","",""
"252","R3B: Monticello Truck Station - 112 Chelsea Road Monticello, MN 55362","March","03/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Waste Management","","Actual weight","6000","","","","","","","","","","","","","","","","","6000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","na, na","11873","3/1/2019","3/31/2019","11873","","Is your agency location utilizing the state's recycling best practices?","","",""
"253","R3B: Monticello Truck Station - 112 Chelsea Road Monticello, MN 55362","May","05/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Waste Management","","Actual weight","5820","","","","","","","","","","","","","","","","","5820","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","na, na","11873","5/1/2019","5/31/2019","11873","","Is your agency location utilizing the state's recycling best practices?","","",""
"254","R3B: Monticello Truck Station - 112 Chelsea Road Monticello, MN 55362","June","06/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Waste Management","","Actual weight","4620","","","","","","","","","","","","","","","","","4620","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","na, na","11873","6/1/2019","6/30/2019","11873","","Is your agency location utilizing the state's recycling best practices?","","",""
"255","R3B: Monticello Truck Station - 112 Chelsea Road Monticello, MN 55362","July","07/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Waste Management","","Actual weight","3420","","","","","","","","","","","","","","","","","3420","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","na, na","11873","7/1/2019","7/31/2019","11873","","Is your agency location utilizing the state's recycling best practices?","","",""
"256","R3B: Mora Truck Station - 807 Howe Street Mora, MN 55051","January","01/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Waste Management","","Actual weight","2100","Waste Management","","Actual weight","139","","","","","","","","","","","","","2239","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139","6.21","6.21","","","","","","","","","","","na, na","11874","1/1/2019","1/31/2019","11874","","Is your agency location utilizing the state's recycling best practices?","","",""
"257","R3B: Mora Truck Station - 807 Howe Street Mora, MN 55051","February","02/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Waste Management","","Actual weight","2100","Waste Management","","Actual weight","139","","","","","","","","","","","","","2239","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139","6.21","6.21","","","","","","","","","","","na, na","11874","2/1/2019","2/28/2019","11874","","Is your agency location utilizing the state's recycling best practices?","","",""
"258","R3B: Mora Truck Station - 807 Howe Street Mora, MN 55051","March","03/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Waste Management","","Actual weight","2100","Waste Management","","Actual weight","139","","","","","","","","","","","","","2239","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139","6.21","6.21","","","","","","","","","","","na, na","11874","3/1/2019","3/31/2019","11874","","Is your agency location utilizing the state's recycling best practices?","","",""
"259","R3B: Mora Truck Station - 807 Howe Street Mora, MN 55051","April","04/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Waste Management","","Actual weight","2100","Waste Management","","Actual weight","139","","","","","","","","","","","","","2239","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139","6.21","6.21","","","","","","","","","","","na, na","11874","4/1/2019","4/30/2019","11874","","Is your agency location utilizing the state's recycling best practices?","","",""
"260","R3B: Mora Truck Station - 807 Howe Street Mora, MN 55051","May","05/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Waste Management","","Actual weight","2100","Waste Management","","Actual weight","139","","","","","","","","","","","","","2239","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139","6.21","6.21","","","","","","","","","","","na, na","11874","5/1/2019","5/31/2019","11874","","Is your agency location utilizing the state's recycling best practices?","","",""
"261","R3B: Mora Truck Station - 807 Howe Street Mora, MN 55051","June","06/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Waste Management","","Actual weight","2100","Waste Management","","Actual weight","139","","","","","","","","","","","","","2239","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139","6.21","6.21","","","","","","","","","","","na, na","11874","6/1/2019","6/30/2019","11874","","Is your agency location utilizing the state's recycling best practices?","","",""
"262","R3B: Mora Truck Station - 807 Howe Street Mora, MN 55051","July","07/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Waste Management","","Actual weight","2100","Waste Management","","Actual weight","139","","","","","","","","","","","","","2239","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139","6.21","6.21","","","","","","","","","","","na, na","11874","7/1/2019","7/31/2019","11874","","Is your agency location utilizing the state's recycling best practices?","","",""
"263","R3B: Mora Truck Station - 807 Howe Street Mora, MN 55051","August","08/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Waste Management","","","2100","Waste Management","","","139","","","","","","","","","","","","","2239","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139","6.21","6.21","","","","","","","","","","","na, na","11874","8/1/2019","8/31/2019","11874","","Is your agency location utilizing the state's recycling best practices?","","",""
"264","R3B: Paynesville Truck Station - 223 Industrial Loop W Paynesville, MN 56362","January","01/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Advanced Disposal","","Actual weight","1400","","","","","","","","","","","","","","","","","1400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","na, na","11875","1/1/2019","1/31/2019","11875","","Is your agency location utilizing the state's recycling best practices?","","",""
"265","R3B: Paynesville Truck Station - 223 Industrial Loop W Paynesville, MN 56362","February","02/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Advanced Disposal","","Actual weight","1400","","","","","","","","","","","","","","","","","1400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","na, na","11875","2/1/2019","2/28/2019","11875","","Is your agency location utilizing the state's recycling best practices?","","",""
"266","R3B: Paynesville Truck Station - 223 Industrial Loop W Paynesville, MN 56362","March","03/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Advanced Disposal","","Actual weight","1400","","","","","","","","","","","","","","","","","1400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","na, na","11875","3/1/2019","3/31/2019","11875","","Is your agency location utilizing the state's recycling best practices?","","",""
"267","R3B: Paynesville Truck Station - 223 Industrial Loop W Paynesville, MN 56362","April","04/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Advanced Disposal","","Actual weight","1400","","","","","","","","","","","","","","","","","1400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","na, na","11875","4/1/2019","4/30/2019","11875","","Is your agency location utilizing the state's recycling best practices?","","",""
"268","R3B: Paynesville Truck Station - 223 Industrial Loop W Paynesville, MN 56362","May","05/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Advanced Disposal","","Actual weight","1400","","","","","","","","","","","","","","","","","1400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","na, na","11875","5/1/2019","5/31/2019","11875","","Is your agency location utilizing the state's recycling best practices?","","",""
"269","R3B: Paynesville Truck Station - 223 Industrial Loop W Paynesville, MN 56362","June","06/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Advanced Disposal","","Actual weight","1400","","","","","","","","","","","","","","","","","1400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","na, na","11875","6/1/2019","6/30/2019","11875","","Is your agency location utilizing the state's recycling best practices?","","",""
"270","R3B: Paynesville Truck Station - 223 Industrial Loop W Paynesville, MN 56362","July","07/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Advanced Disposal","","Actual weight","1400","","","","","","","","","","","","","","","","","1400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","na, na","11875","7/1/2019","7/31/2019","11875","","Is your agency location utilizing the state's recycling best practices?","","",""
"271","R3B: Paynesville Truck Station - 223 Industrial Loop W Paynesville, MN 56362","August","08/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Advanced Disposal","","","1400","","","","","","","","","","","","","","","","","1400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","na, na","11875","8/1/2019","8/31/2019","11875","","Is your agency location utilizing the state's recycling best practices?","","",""
"272","D3B: Rum River Rest Area - 26001 US Hwy 169, Onamia, MN  56359","January","01/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Jim's Mille Lacs Disposal, Inc.","","Actual weight","11200","","","","","","","","","","","","","","","","","11200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","na, na","11865","1/1/2019","1/31/2019","11865","","Is your agency location utilizing the state's recycling best practices?","","",""
"273","D3B: Rum River Rest Area - 26001 US Hwy 169, Onamia, MN  56359","February","02/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Jim's Mille Lacs Disposal, Inc.","","Actual weight","11200","","","","","","","","","","","","","","","","","11200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","na, na","11865","2/1/2019","2/28/2019","11865","","Is your agency location utilizing the state's recycling best practices?","","",""
"274","D3B: Rum River Rest Area - 26001 US Hwy 169, Onamia, MN  56359","March","03/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Jim's Mille Lacs Disposal, Inc.","","Actual weight","14000","","","","","","","","","","","","","","","","","14000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","na, na","11865","3/1/2019","3/31/2019","11865","","Is your agency location utilizing the state's recycling best practices?","","",""
"275","R3B: Sauk Centre Truck Station - 1218 Beltline Road Sauk Centre, MN 56378","January","01/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Waste Management","","Actual weight","2100","","","","","","","","","","","","","","","","","2100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","na, na","11876","1/1/2019","1/31/2019","11876","","Is your agency location utilizing the state's recycling best practices?","","",""
"276","R3B: Sauk Centre Truck Station - 1218 Beltline Road Sauk Centre, MN 56378","February","02/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Waste Management","","Actual weight","2100","","","","","","","","","","","","","","","","","2100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","na, na","11876","2/1/2019","2/28/2019","11876","","Is your agency location utilizing the state's recycling best practices?","","",""
"277","R3B: Sauk Centre Truck Station - 1218 Beltline Road Sauk Centre, MN 56378","March","03/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Waste Management","","Actual weight","2100","","","","","","","","","","","","","","","","","2100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","na, na","11876","3/1/2019","3/31/2019","11876","","Is your agency location utilizing the state's recycling best practices?","","",""
"278","R3B: Sauk Centre Truck Station - 1218 Beltline Road Sauk Centre, MN 56378","April","04/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Waste Management","","Actual weight","2100","","","","","","","","","","","","","","","","","2100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","na, na","11876","4/1/2019","4/30/2019","11876","","Is your agency location utilizing the state's recycling best practices?","","",""
"279","R3B: Sauk Centre Truck Station - 1218 Beltline Road Sauk Centre, MN 56378","May","05/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Waste Management","","Actual weight","2100","","","","","","","","","","","","","","","","","2100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","na, na","11876","5/1/2019","5/31/2019","11876","","Is your agency location utilizing the state's recycling best practices?","","",""
"280","R3B: Sauk Centre Truck Station - 1218 Beltline Road Sauk Centre, MN 56378","June","06/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Waste Management","","Actual weight","2100","","","","","","","","","","","","","","","","","2100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","na, na","11876","6/1/2019","6/30/2019","11876","","Is your agency location utilizing the state's recycling best practices?","","",""
"281","R3B: Sauk Centre Truck Station - 1218 Beltline Road Sauk Centre, MN 56378","July","07/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Waste Management","","Actual weight","2100","","","","","","","","","","","","","","","","","2100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","na, na","11876","7/1/2019","7/31/2019","11876","","Is your agency location utilizing the state's recycling best practices?","","",""
"282","R3B: Sauk Centre Truck Station - 1218 Beltline Road Sauk Centre, MN 56378","August","08/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Waste Management","","","2100","","","","","","","","","","","","","","","","","2100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","na, na","11876","8/1/2019","8/31/2019","11876","","Is your agency location utilizing the state's recycling best practices?","","",""
"283","R3B: St. Cloud Maintenance Headquarters - 3725 12th Street N St. Cloud, MN 56301","January","01/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Waste Management","","Actual weight","0","Waste Management","","Actual weight","1876.5","","","","","","","","","","","","","1876.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1876.5","100","100","","","","","","","","","","","na, na","11857","1/1/2019","1/31/2019","11857","","Is your agency location utilizing the state's recycling best practices?","","",""
"284","R3B: St. Cloud Maintenance Headquarters - 3725 12th Street N St. Cloud, MN 56301","February","02/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Waste Management","","Actual weight","0","Waste Management","","Actual weight","1921.5","","","","","","","","","","","","","1921.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1921.5","100","100","","","","","","","","","","","na, na","11857","2/1/2019","2/28/2019","11857","","Is your agency location utilizing the state's recycling best practices?","","",""
"285","R3B: St. Cloud Maintenance Headquarters - 3725 12th Street N St. Cloud, MN 56301","March","03/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Waste Management","","","0","Waste Management","","Actual weight","1876.5","","","","","","","","","","","","","1876.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1876.5","100","100","","","","","","","","","","","na, na","11857","3/1/2019","3/31/2019","11857","","Is your agency location utilizing the state's recycling best practices?","","",""
"286","R3B: St. Cloud Maintenance Headquarters - 3725 12th Street N St. Cloud, MN 56301","April","04/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Waste Management","","Actual weight","13520","Waste Management","","Actual weight","2592","","","","","","","","","","","","","16112","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2592","16.09","16.09","","","","","","","","","","","na, na","11857","4/1/2019","4/30/2019","11857","","Is your agency location utilizing the state's recycling best practices?","","",""
"287","R3B: St. Cloud Maintenance Headquarters - 3725 12th Street N St. Cloud, MN 56301","May","05/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Waste Management","","","","Waste Management","","Actual weight","2592","","","","","","","","","","","","","2592","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2592","100","100","","","","","","","","","","","na, na","11857","5/1/2019","5/31/2019","11857","","Is your agency location utilizing the state's recycling best practices?","","",""
"288","R3B: St. Cloud Maintenance Headquarters - 3725 12th Street N St. Cloud, MN 56301","June","06/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Waste Management","","Actual weight","15680","Waste Management","","Actual weight","4408.5","","","","","","","","","","","","","20088.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4408.5","21.95","21.95","","","","","","","","","","","na, na","11857","6/1/2019","6/30/2019","11857","","Is your agency location utilizing the state's recycling best practices?","","",""
